product_uom_id,model_file,product_id,sku,product_name,uom,category_l1,category_l2,signal_group,use_lag_regressor,lag_mean,ma_blended,ma_yhat_json,backtest_mape,backtest_accuracy
034-046__PIEZA,model_034-046__PIEZA.json,034-046,034-046,GELATINA LIMON JELLO LIGHT 25G(40) SOBRE,PIEZA,COMESTIBLES,GELATINAS/FLANES,high_noise,True,130.0,True,"[130.0, 130.0]",0.36345279877009506,0.6365472012299049
022-037__PIEZA,model_022-037__PIEZA.json,022-037,022-037,ZUKO JAMAICA C/8/13G (12),PIEZA,COMESTIBLES,CONCENTRADOS P/AGUA POLVO,seasonal_dominant,True,27.0,True,"[30.875, 30.875]",0.3636276258075124,0.6363723741924876
016-010__PIEZA,model_016-010__PIEZA.json,016-010,016-010,SALSA CATSUP STAR VALUE 3.72K  (6),PIEZA,COMESTIBLES,CATSUP,high_noise,True,16.75,False,"[16.25, 16.25]",0.3641511225669535,0.6358488774330465
034-047__PIEZA,model_034-047__PIEZA.json,034-047,034-047,GELATINA PIÑA JELLO LIGHT 25G (40) SOBRE,PIEZA,COMESTIBLES,GELATINAS/FLANES,high_noise,True,145.0,True,"[133.5, 133.5]",0.3657875862587121,0.6342124137412879
042-003__PIEZA,model_042-003__PIEZA.json,042-003,042-003,DULCE DE LECHE LA LECHERA 360G (24),PIEZA,COMESTIBLES,LECHE SABORIZADA,high_noise,True,39.5,True,"[47.416666666666664, 47.416666666666664]",0.3658692857662883,0.6341307142337117
048-017__PIEZA,model_048-017__PIEZA.json,048-017,048-017,ACHIOTE ANITA 110 GR. (50),PIEZA,COMESTIBLES,MOLES,high_noise,True,65.75,False,"[61.25, 61.25]",0.36692980946172954,0.6330701905382705
018-027__PIEZA,model_018-027__PIEZA.json,018-027,018-027,CHILE CHIPOTLE DEL MONTE 205G (24),PIEZA,COMESTIBLES,CHILES CONSERVA,high_noise,True,311.5,False,"[311.5, 311.5]",0.36983784762667965,0.6301621523733203
060-033__PIEZA,model_060-033__PIEZA.json,060-033,060-033,SALSA CHAMOY MEGA 1 LTO (12),PIEZA,COMESTIBLES,SALSAS,high_noise,True,70.75,False,"[70.75, 70.75]",0.3699768511283438,0.6300231488716562
033-013__PIEZA,model_033-013__PIEZA.json,033-013,033-013,GALLETAS NIEVE SURTIDO CREMAX 416G (12),PIEZA,COMESTIBLES,GALLETAS,high_noise,True,2.5,False,"[2.5, 2.5]",0.3769913790194723,0.6230086209805277
030-012__PIEZA,model_030-012__PIEZA.json,030-012,030-012,FRIJOL PINTO SALTILLO FRIJOLIN 906G (10),PIEZA,COMESTIBLES,FRIJOL GRANO,high_noise,True,659.25,False,"[659.25, 659.25]",0.37983991556584085,0.6201600844341592
017-005__PIEZA,model_017-005__PIEZA.json,017-005,017-005,CEREAL CHOCO KRISPIS KELLOGG´S 38G (50),PIEZA,COMESTIBLES,CEREALES,high_noise,True,104.25,False,"[104.25, 104.25]",0.382769124035535,0.617230875964465
035-051__PIEZA,model_035-051__PIEZA.json,035-051,035-051,HARINA PERLA C/25K,PIEZA,COMESTIBLES,HARINAS,seasonal_dominant,True,48.25,True,"[48.25, 48.25]",0.3856637445523811,0.6143362554476188
029-023__PIEZA,model_029-023__PIEZA.json,029-023,029-023,FRIJOLES BAYOS REFRITOS ISADORA 430G(24),PIEZA,COMESTIBLES,FRIJOLES INSTANTANEOS,high_noise,True,49.5,False,"[58.25, 58.25]",0.38623389988391166,0.6137661001160883
059-026__PIEZA,model_059-026__PIEZA.json,059-026,059-026,SALSA SOYA KIKOMAN 148 ML (12),PIEZA,COMESTIBLES,SALSA PARA GUISAR,high_noise,True,28.25,True,"[31.833333333333332, 31.833333333333332]",0.38930982804708986,0.6106901719529101
012-011__PIEZA,model_012-011__PIEZA.json,012-011,012-011,CAFE MOLIDO AMERICANO LA FUENTE 500G (10,PIEZA,COMESTIBLES,CAFE,high_noise,True,2.0,True,"[2.0, 2.0]",0.3923203363345117,0.6076796636654883
037-119__PIEZA,model_037-119__PIEZA.json,037-119,037-119,NECTAR MANZANA JUMEX 0 AZUCAR 960ML (12),PIEZA,COMESTIBLES,JUGOS/NECTARES Y VERDURAS,trend_and_seasonal,True,5.5,True,"[5.5, 5.5]",0.39551804951435976,0.6044819504856402
063-011__PIEZA,model_063-011__PIEZA.json,063-011,063-011,SAZONADOR MC TIPO ITALIANO 177GR *(6,PIEZA,COMESTIBLES,SAZONADORES,high_noise,True,6.25,True,"[4.875, 4.875]",0.39600332952497674,0.6039966704750233
034-062__PIEZA,model_034-062__PIEZA.json,034-062,034-062,CARAMELO D´GARI 1K (12),PIEZA,COMESTIBLES,GELATINAS/FLANES,high_noise,True,11.5,True,"[11.5, 11.5]",0.40040673467283555,0.5995932653271645
063-003__PIEZA,model_063-003__PIEZA.json,063-003,063-003,JUGO MAGGI 800 ML (6),PIEZA,COMESTIBLES,SAZONADORES,high_noise,True,33.5,False,"[35.0, 35.0]",0.40837955987761687,0.5916204401223831
060-006__PIEZA,model_060-006__PIEZA.json,060-006,060-006,SALSA BUFALO CLASICA 990GR (12),PIEZA,COMESTIBLES,SALSAS,high_noise,True,4.5,True,"[5.916666666666667, 5.916666666666667]",0.41064805813576744,0.5893519418642326
001-015__PIEZA,model_001-015__PIEZA.json,001-015,001-015,ACEITE KARTAMUS 900 ML (12),PIEZA,COMESTIBLES,ACEITES COMESTIBLES,high_noise,True,371.25,False,"[334.5, 334.5]",0.4133975809317752,0.5866024190682249
010-018__PIEZA,model_010-018__PIEZA.json,010-018,010-018,COCTEL TOMATE/ALMEJA CLAMATO 946 ML(12,PIEZA,COMESTIBLES,BEBIDAS PREPARADAS,high_noise,True,161.75,True,"[152.375, 152.375]",0.4155194345924495,0.5844805654075504
068-001__PIEZA,model_068-001__PIEZA.json,068-001,068-001,VINAGRE BLANCO CIERVO 1LTO (12),PIEZA,COMESTIBLES,VINAGRES,high_noise,True,91.5,True,"[91.5, 91.5]",0.4168034655352528,0.5831965344647472
001-018__PIEZA,model_001-018__PIEZA.json,001-018,001-018,ACEITE CANOIL 946 ML (12),PIEZA,COMESTIBLES,ACEITES COMESTIBLES,high_noise,True,11.0,True,"[11.0, 11.0]",0.41792724127370967,0.5820727587262904
030-011__PIEZA,model_030-011__PIEZA.json,030-011,030-011,FRIJOL PINTO VERDE VALLE 1K (20),PIEZA,COMESTIBLES,FRIJOL GRANO,high_noise,True,827.5,False,"[909.5, 909.5]",0.41981979974213246,0.5801802002578675
021-013__PIEZA,model_021-013__PIEZA.json,021-013,021-013,CONCENTRADO JAMAICA FRUTIVA 1L (12),PIEZA,COMESTIBLES,CONCENTRADOS P/AGUA LIQ.,seasonal_dominant,True,55.75,True,"[46.125, 46.125]",0.4199785431435748,0.5800214568564253
001-012__PIEZA,model_001-012__PIEZA.json,001-012,001-012,ACEITE 123 1L (12),PIEZA,COMESTIBLES,ACEITES COMESTIBLES,mixed_signal,True,10.25,False,"[10.25, 10.25]",0.42144161914433403,0.578558380855666
010-016__PIEZA,model_010-016__PIEZA.json,010-016,010-016,COCTEL TOMATE/ALMEJA CLAMATO 296ML(24),PIEZA,COMESTIBLES,BEBIDAS PREPARADAS,seasonal_dominant,True,69.0,True,"[87.0, 87.0]",0.42200854700854695,0.577991452991453
007-004__PIEZA,model_007-004__PIEZA.json,007-004,007-004,MAIZENA 750G (24),PIEZA,COMESTIBLES,ATOLES,high_noise,True,124.0,True,"[124.0, 124.0]",0.4223154928252282,0.5776845071747718
046-002__PIEZA,model_046-002__PIEZA.json,046-002,046-002,MIEL KARO MAPLE 510 ML (12)*,PIEZA,COMESTIBLES,MIELES,seasonal_dominant,True,34.5,True,"[26.083333333333332, 26.083333333333332]",0.4231925617446282,0.5768074382553718
067-020__PIEZA,model_067-020__PIEZA.json,067-020,067-020,ELOTITO TIERNO S.MIGUEL 220GR*(24),PIEZA,COMESTIBLES,VEGETALES ENLATADOS,high_noise,True,38.5,True,"[38.5, 38.5]",0.425299572005466,0.574700427994534
023-007__PIEZA,model_023-007__PIEZA.json,023-007,023-007,CONDIMIX TOMATE 14K BULTO,PIEZA,COMESTIBLES,CONSOMES,high_noise,True,12.25,False,"[12.25, 12.25]",0.42707423647935067,0.5729257635206493
058-002__PIEZA,model_058-002__PIEZA.json,058-002,058-002,SAL LA FINA BOTE 1 KG. (12),PIEZA,COMESTIBLES,SALES,high_noise,True,84.5,True,"[84.5, 84.5]",0.42775295212460046,0.5722470478753996
027-024__PIEZA,model_027-024__PIEZA.json,027-024,027-024,IMITACION TOCINO PRAGNA 520G (12),PIEZA,COMESTIBLES,ESPECIAS/EXTRACTOS/COLORE,high_noise,True,62.75,True,"[47.5, 47.5]",0.4288053450211133,0.5711946549788867
059-024__PIEZA,model_059-024__PIEZA.json,059-024,059-024,SALSA REDHOT ORIGINAL 3.78L (4),PIEZA,COMESTIBLES,SALSA PARA GUISAR,high_noise,True,31.5,False,"[22.5, 22.5]",0.43097709459656325,0.5690229054034368
052-087__PIEZA,model_052-087__PIEZA.json,052-087,052-087,PASTA FIOR DI P. CONCHA 200 GR (20),PIEZA,COMESTIBLES,PASTAS,sparse_or_intermittent,False,,True,"[20.875, 20.875]",0.43290105127459716,0.5670989487254028
023-006__PIEZA,model_023-006__PIEZA.json,023-006,023-006,CONDIMIX POLLO 3.6K (6),PIEZA,COMESTIBLES,CONSOMES,high_noise,True,19.75,False,"[22.75, 22.75]",0.43723616582572467,0.5627638341742753
020-004__PIEZA,model_020-004__PIEZA.json,020-004,020-004,CHOCOLATE PREMIUM MARQUETA 250G (20),PIEZA,COMESTIBLES,CHOCOLATE MESA,high_noise,True,4.75,True,"[4.75, 4.75]",0.4375,0.5625
022-045__PIEZA,model_022-045__PIEZA.json,022-045,022-045,ZUKO TAMARINDO C/8/13G (12),PIEZA,COMESTIBLES,CONCENTRADOS P/AGUA POLVO,seasonal_dominant,True,20.75,True,"[14.75, 14.75]",0.4396350159708652,0.5603649840291348
046-003__PIEZA,model_046-003__PIEZA.json,046-003,046-003,MIEL KARO MAPLE 3.6 LTS (4),PIEZA,COMESTIBLES,MIELES,high_noise,True,15.0,True,"[14.5, 14.5]",0.4416103654607889,0.5583896345392111
065-017__PIEZA,model_065-017__PIEZA.json,065-017,065-017,SOPA KNORR ARROZ ROJO 3KG (4),PIEZA,COMESTIBLES,SOPAS INSTANTANEAS,sparse_or_intermittent,False,,False,"[6.25, 6.25]",0.4451810309775266,0.5548189690224734
030-027__PIEZA,model_030-027__PIEZA.json,030-027,030-027,FRIJOL PINTO NACIONAL 25 KG,PIEZA,COMESTIBLES,FRIJOL GRANO,trend_and_seasonal,True,8.25,False,"[7.75, 7.75]",0.4464587352165314,0.5535412647834685
059-025__PIEZA,model_059-025__PIEZA.json,059-025,059-025,SALSA SOYA KIKOMAN 1.89LTS (6),PIEZA,COMESTIBLES,SALSA PARA GUISAR,high_noise,True,45.0,False,"[45.0, 45.0]",0.44754340014477295,0.5524565998552271
023-008__PIEZA,model_023-008__PIEZA.json,023-008,023-008,-CONSOMATE C/24 PZA (12) TIRA,PIEZA,COMESTIBLES,CONSOMES,high_noise,True,35.0,False,"[29.875, 29.875]",0.44875144558458957,0.5512485544154104
025-014__PIEZA,model_025-014__PIEZA.json,025-014,025-014,ADEREZO VINAGRE BALSAMICO CARBONELL 275G,PIEZA,COMESTIBLES,CREMAS/LACTEOS,sparse_or_intermittent,False,,True,"[12.75, 12.75]",0.4533689001532118,0.5466310998467883
048-016__PIEZA,model_048-016__PIEZA.json,048-016,048-016,MOLE GALA 265 GR (24),PIEZA,COMESTIBLES,MOLES,mixed_signal,True,37.25,True,"[37.25, 37.25]",0.4586025436732094,0.5413974563267906
065-016__PIEZA,model_065-016__PIEZA.json,065-016,065-016,SOPA KNORR ARROZ BLANCO 3KG (4),PIEZA,COMESTIBLES,SOPAS INSTANTANEAS,sparse_or_intermittent,False,,True,"[6.0, 6.0]",0.4651978342903608,0.5348021657096391
004-008__PIEZA,model_004-008__PIEZA.json,004-008,004-008,AGUA PURIFICADA GERBER 4L (6),PIEZA,COMESTIBLES,AGUA EMBOTELLADA,high_noise,True,13.0,True,"[12.75, 12.75]",0.46835849699969856,0.5316415030003014
044-018__PIEZA,model_044-018__PIEZA.json,044-018,044-018,MAYONESA CON LIMON MC 390G (12),PIEZA,COMESTIBLES,MAYONESAS,high_noise,True,28.75,False,"[22.916666666666668, 22.916666666666668]",0.4736449216648481,0.5263550783351518
002-021__PIEZA,model_002-021__PIEZA.json,002-021,002-021,ACEITUNA NEGRA REBANADA CARBONELL 3K(6),PIEZA,COMESTIBLES,ACEITUNAS,mixed_signal,True,5.5,True,"[12.583333333333334, 12.583333333333334]",0.47375663833956727,0.5262433616604327
027-012__PIEZA,model_027-012__PIEZA.json,027-012,027-012,CEBOLLA EN POLVO PRAGNA 724G (12),PIEZA,COMESTIBLES,ESPECIAS/EXTRACTOS/COLORE,high_noise,True,21.75,False,"[20.25, 20.25]",0.4755615490065053,0.5244384509934947
012-019__PIEZA,model_012-019__PIEZA.json,012-019,012-019,CAFE CLASICO STICK NESCAFE C/50/2G (18),PIEZA,COMESTIBLES,CAFE,high_noise,True,7.5,True,"[7.5, 7.5]",0.48199160168890043,0.5180083983110996
048-008__PIEZA,model_048-008__PIEZA.json,048-008,048-008,MOLE DOÑA MARIA 10 KG *TINA*,PIEZA,COMESTIBLES,MOLES,high_noise,True,31.25,True,"[35.25, 35.25]",0.4877909597540466,0.5122090402459534
077-013__PIEZA,model_077-013__PIEZA.json,077-013,077-013,DETERGENTE ARCOIRIS 1/9 KG.,PIEZA,LIMPIEZA Y CUIDADO HOGAR,DETERGENTES ROPA,high_noise,True,16.75,False,"[16.75, 16.75]",0.48959604154669933,0.5104039584533007
087-052__PIEZA,model_087-052__PIEZA.json,087-052,087-052,PELICULA VITAFILM 18'' G.ALIMENTICIO,PIEZA,LIMPIEZA Y CUIDADO HOGAR,PLASTICO/CELOFAN/PAPEL,trend_and_seasonal,True,13.0,True,"[13.0, 13.0]",0.49212840451013745,0.5078715954898625
052-092__PIEZA,model_052-092__PIEZA.json,052-092,052-092,PASTA FIOR DI P. TALLARIN 200 GR (20),PIEZA,COMESTIBLES,PASTAS,high_noise,True,71.5,True,"[71.5, 71.5]",0.5069897776005515,0.4930102223994485
066-005__PIEZA,model_066-005__PIEZA.json,066-005,066-005,TE HIERBABUENA MC. C/25 PZA (24),PIEZA,COMESTIBLES,TES,high_noise,True,5.25,True,"[5.25, 5.25]",0.5078930530179157,0.49210694698208435
059-041__PIEZA,model_059-041__PIEZA.json,059-041,059-041,SALSA REDHOT WINGS ALITAS 3.78L (4),PIEZA,COMESTIBLES,SALSA PARA GUISAR,high_noise,True,45.0,True,"[45.0, 45.0]",0.510395599178286,0.48960440082171397
067-076__PIEZA,model_067-076__PIEZA.json,067-076,067-076,MAIZ POZOLERO ALFRESCO 3KG (6),PIEZA,COMESTIBLES,VEGETALES ENLATADOS,seasonal_dominant,True,31.0,True,"[40.0, 40.0]",0.5104636190710087,0.4895363809289913
057-006__PIEZA,model_057-006__PIEZA.json,057-006,057-006,QUESO P/NACHOS RICOS 3KG (6),PIEZA,COMESTIBLES,QUESOS,high_noise,True,20.5,False,"[25.0, 25.0]",0.5107798941337431,0.48922010586625686
052-091__PIEZA,model_052-091__PIEZA.json,052-091,052-091,PASTA FIOR DI P. SPAGHETTI 200 GR (20),PIEZA,COMESTIBLES,PASTAS,high_noise,True,546.75,True,"[392.875, 392.875]",0.5120617616384614,0.4879382383615386
006-048__PIEZA,model_006-048__PIEZA.json,006-048,006-048,ARROZ IMPEGABLE VERDE VALLE 750G (22),PIEZA,COMESTIBLES,ARROZ GRANO,sparse_or_intermittent,False,,True,"[5.666666666666667, 5.666666666666667]",0.5166529603220006,0.4833470396779994
013-007__PIEZA,model_013-007__PIEZA.json,013-007,013-007,CAJETA REAL POTOSI 5K TINA,PIEZA,COMESTIBLES,CAJETAS,high_noise,True,1.25,True,"[1.25, 1.25]",0.5195452974577475,0.48045470254225253
017-011__PIEZA,model_017-011__PIEZA.json,017-011,017-011,CEREAL CORN POPS KELLOGG´S 30G (50),PIEZA,COMESTIBLES,CEREALES,high_noise,True,58.75,True,"[58.75, 58.75]",0.5199036824070308,0.4800963175929692
097-002__PIEZA,model_097-002__PIEZA.json,097-002,097-002,SERVILLETA BCA MARLI C/450 HOJAS (12),PIEZA,PAPEL,SERVILLETA,high_noise,True,46.0,True,"[42.666666666666664, 42.666666666666664]",0.5214676778364186,0.47853232216358144
025-012__PIEZA,model_025-012__PIEZA.json,025-012,025-012,MEDIA CREMA NESTLE 225G (24),PIEZA,COMESTIBLES,CREMAS/LACTEOS,high_noise,True,33.75,False,"[31.916666666666668, 31.916666666666668]",0.52240913579405,0.47759086420595
047-004__PIEZA,model_047-004__PIEZA.json,047-004,047-004,CHOCOLATE CHOCO MILK 1.750 GR. (6),PIEZA,COMESTIBLES,MODIFICADORES,high_noise,True,10.75,True,"[10.75, 10.75]",0.5251143884956034,0.47488561150439657
036-007__PIEZA,model_036-007__PIEZA.json,036-007,036-007,SUERO FRESA ELECTROLIT 625ML (12),PIEZA,COMESTIBLES,ISOTONICOS,high_noise,True,55.25,False,"[53.625, 53.625]",0.5267743437479311,0.4732256562520689
012-012__PIEZA,model_012-012__PIEZA.json,012-012,012-012,CAFE MOLIDO DESCAFEINA LA FUENTE 500G(10,PIEZA,COMESTIBLES,CAFE,high_noise,True,32.5,False,"[32.5, 32.5]",0.5295358968026381,0.47046410319736187
067-036__PIEZA,model_067-036__PIEZA.json,067-036,067-036,CHAMPINON REBA. HERDEZ 186GR (24),PIEZA,COMESTIBLES,VEGETALES ENLATADOS,high_noise,True,147.0,False,"[124.5, 124.5]",0.5302363644337361,0.4697636355662639
061-008__PIEZA,model_061-008__PIEZA.json,061-008,061-008,SALSA LA GUACAMAYA HABANERA 150ML (24),PIEZA,COMESTIBLES,SALSAS DE MESA,mixed_signal,True,38.25,True,"[66.0, 66.0]",0.5303030303030303,0.4696969696969697
045-040__PIEZA,model_045-040__PIEZA.json,045-040,045-040,-MANGA MERMELADA FRESA 1K (10),PIEZA,COMESTIBLES,MERMELADAS,sparse_or_intermittent,False,,False,"[1.5, 1.5]",0.53281424,0.46718576
063-034__PIEZA,model_063-034__PIEZA.json,063-034,063-034,SAZONADOR MANTEQUIL.C/SAL PRAGNA 900G(12,PIEZA,COMESTIBLES,SAZONADORES,sparse_or_intermittent,False,,False,"[3.0, 3.0]",0.5375469866666667,0.46245301333333333
006-044__PIEZA,model_006-044__PIEZA.json,006-044,006-044,ARROZ IMPEGABLE SCHETTINO 5K,PIEZA,COMESTIBLES,ARROZ GRANO,seasonal_dominant,True,11.5,True,"[11.5, 11.5]",0.5407419281793363,0.4592580718206637
074-003__PIEZA,model_074-003__PIEZA.json,074-003,074-003,CLORALEX 950 ML (12),PIEZA,LIMPIEZA Y CUIDADO HOGAR,CLOROS,high_noise,True,56.5,True,"[56.5, 56.5]",0.545402672648074,0.45459732735192604
060-016__PIEZA,model_060-016__PIEZA.json,060-016,060-016,SALSA INGLESA CROSSE & BLACWELL 1.9L (4),PIEZA,COMESTIBLES,SALSAS,mixed_signal,True,5.75,True,"[5.75, 5.75]",0.5543503859837815,0.4456496140162185
029-026__PIEZA,model_029-026__PIEZA.json,029-026,029-026,FRIJOLES RANCH STYLE 425G (24),PIEZA,COMESTIBLES,FRIJOLES INSTANTANEOS,high_noise,True,286.5,False,"[263.25, 263.25]",0.5569570314587018,0.4430429685412982
032-023__PIEZA,model_032-023__PIEZA.json,032-023,032-023,PIÑA REBANADA COSTEÑA 820G (12),PIEZA,COMESTIBLES,FRUTAS ALMIBAR,high_noise,True,17.0,True,"[13.5, 13.5]",0.5616627623054506,0.43833723769454935
023-023__PIEZA,model_023-023__PIEZA.json,023-023,023-023,KNORR SUIZA 3.5K  (6),PIEZA,COMESTIBLES,CONSOMES,high_noise,True,52.25,False,"[64.375, 64.375]",0.5692951934668637,0.43070480653313625
067-054__PIEZA,model_067-054__PIEZA.json,067-054,067-054,ALCAPARRAS CARBONELL 100 GR (12),PIEZA,COMESTIBLES,VEGETALES ENLATADOS,high_noise,True,24.75,False,"[25.75, 25.75]",0.5696896366734857,0.4303103633265143
036-001__PIEZA,model_036-001__PIEZA.json,036-001,036-001,BEBIDA GATORADE LIMA-LIMON 500ML (24),PIEZA,COMESTIBLES,ISOTONICOS,trend_and_seasonal,True,8.5,True,"[5.333333333333333, 5.333333333333333]",0.5714285714285714,0.4285714285714286
068-012__PIEZA,model_068-012__PIEZA.json,068-012,068-012,VINAGRE VINO TINTO CARBONELL 250ML (6),PIEZA,COMESTIBLES,VINAGRES,high_noise,True,88.25,True,"[56.75, 56.75]",0.5727005293524713,0.4272994706475287
048-002__PIEZA,model_048-002__PIEZA.json,048-002,048-002,MOLE DOÑA MARIA 235 GR. (24),PIEZA,COMESTIBLES,MOLES,high_noise,True,155.0,False,"[138.83333333333334, 138.83333333333334]",0.5739853570665301,0.4260146429334699
042-004__PIEZA,model_042-004__PIEZA.json,042-004,042-004,DULCE DE LECHE EL MANJAR NESTLE 4.5K (4),PIEZA,COMESTIBLES,LECHE SABORIZADA,mixed_signal,True,19.5,True,"[19.5, 19.5]",0.5755553106697482,0.4244446893302518
056-021__PIEZA,model_056-021__PIEZA.json,056-021,056-021,PURE TOMATE FUERTE NATURAL 1KG TETR (12),PIEZA,COMESTIBLES,PURES TOMATES,seasonal_dominant,True,23.75,True,"[20.125, 20.125]",0.5779326423886214,0.4220673576113786
134-006__PIEZA,model_134-006__PIEZA.json,134-006,134-006,VINO BNC NAC.CALIFORNI WHITE WINE 1L(12),PIEZA,BEBIDAS ALCOHOLICAS,VINOS,trend_and_seasonal,True,2.5,True,"[2.75, 2.75]",0.578107167159365,0.42189283284063495
022-051__PIEZA,model_022-051__PIEZA.json,022-051,022-051,ZUKO HORCHATA C/8/13G (12),PIEZA,COMESTIBLES,CONCENTRADOS P/AGUA POLVO,sparse_or_intermittent,False,,True,"[15.083333333333334, 15.083333333333334]",0.5783031265454546,0.42169687345454543
035-052__PIEZA,model_035-052__PIEZA.json,035-052,035-052,HARINA DE TRIGO HOJA DE PLATA 25K,PIEZA,COMESTIBLES,HARINAS,trend_and_seasonal,True,18.5,True,"[16.875, 16.875]",0.5795669724738073,0.4204330275261927
006-081__PIEZA,model_006-081__PIEZA.json,006-081,006-081,ARROZ DIAMANTE 900 GR (10),PIEZA,COMESTIBLES,ARROZ GRANO,high_noise,True,60.25,True,"[60.25, 60.25]",0.5842262177735932,0.4157737822264068
044-027__PIEZA,model_044-027__PIEZA.json,044-027,044-027,MAYONESA MEGA SUPREMA 3.57K (6),PIEZA,COMESTIBLES,MAYONESAS,high_noise,True,17.75,True,"[14.75, 14.75]",0.5855623456507166,0.41443765434928337
020-001__PIEZA,model_020-001__PIEZA.json,020-001,020-001,CHOCOLATE ABUELITA C/6/90G(24) EXAG,PIEZA,COMESTIBLES,CHOCOLATE MESA,mixed_signal,True,36.5,False,"[40.375, 40.375]",0.5872987431188849,0.41270125688111514
052-101__PIEZA,model_052-101__PIEZA.json,052-101,052-101,PASTA YEMINA CONCHA NO.1 200 GR (24),PIEZA,COMESTIBLES,PASTAS,high_noise,True,79.25,False,"[97.5, 97.5]",0.588752330345679,0.411247669654321
037-113__PIEZA,model_037-113__PIEZA.json,037-113,037-113,NECTAR MANGO JUMEX 960ML (12) TETRA,PIEZA,COMESTIBLES,JUGOS/NECTARES Y VERDURAS,trend_and_seasonal,True,112.75,True,"[121.625, 121.625]",0.5895986201511009,0.41040137984889913
037-118__PIEZA,model_037-118__PIEZA.json,037-118,037-118,NECTAR MANGO JUMEX 0 AZUCAR 960ML (6),PIEZA,COMESTIBLES,JUGOS/NECTARES Y VERDURAS,trend_and_seasonal,True,58.5,False,"[58.5, 58.5]",0.5899828855393772,0.41001711446062283
026-009__PIEZA,model_026-009__PIEZA.json,026-009,026-009,AZUCAR MASCABADO METCO 1KG (20),PIEZA,COMESTIBLES,ENDULZANTES,high_noise,True,10.75,True,"[10.75, 10.75]",0.5953975176190867,0.40460248238091334
097-020__PIEZA,model_097-020__PIEZA.json,097-020,097-020,SERVILLETA PETALO C/420 HOJAS (12),PIEZA,PAPEL,SERVILLETA,high_noise,True,30.5,True,"[30.5, 30.5]",0.5982377428219742,0.40176225717802583
028-003__PIEZA,model_028-003__PIEZA.json,028-003,028-003,-LECHE NAN NO.2 320G (12),PIEZA,COMESTIBLES,FORMULAS INFANTILES,high_noise,True,20.25,True,"[20.25, 20.25]",0.5998581658989702,0.40014183410102977
052-095__PIEZA,model_052-095__PIEZA.json,052-095,052-095,PASTA FONTANELLA FIDEO MEDIANO 200GR(20),PIEZA,COMESTIBLES,PASTAS,high_noise,True,223.25,False,"[223.25, 223.25]",0.6001280427939332,0.39987195720606683
069-022__PIEZA,model_069-022__PIEZA.json,069-022,069-022,CHOCOLATE MILKY WAY C/6 PZA. (32),PIEZA,COMESTIBLES,OTROS COMESTIBLES,high_noise,True,2.0,True,"[4.333333333333333, 4.333333333333333]",0.607431912355659,0.39256808764434103
067-047__PIEZA,model_067-047__PIEZA.json,067-047,067-047,CUITLACOCHE SAN MIGUEL 420 GR(12),PIEZA,COMESTIBLES,VEGETALES ENLATADOS,high_noise,True,26.75,False,"[26.75, 26.75]",0.611745273384625,0.38825472661537497
074-006__PIEZA,model_074-006__PIEZA.json,074-006,074-006,CLORALEX 3.75 LTS FAMILIAR (6),PIEZA,LIMPIEZA Y CUIDADO HOGAR,CLOROS,high_noise,True,6.25,True,"[6.25, 6.25]",0.6132021094017195,0.3867978905982805
